file_id,label,activity_class,teff,logg,star_mass_msun,star_radius_rsun,rotation_period_days,inclination_deg,sigma_ppm,tau_days,spot_enable,spot_count,spot_radius_deg,spot_contrast,spot_lifetime_days,spot_latitude_deg,spot_longitude_deg,spot_domega,flare_enable,flare_mean_period_days,flare_amplitude_ppm,planet_present,planet_period_days,planet_radius_rjup,planet_radius_earth,planet_sma_au,orbital_angle_deg,transit_depth_ppm,seed,white_bin,act_rms,exp_flares,n_transits,transit_snr_raw,transit_snr_det,detect_raw,detect_det
1042,2,mild,6061.4,4.208,1.0449025447363278,1.328055087029289,23.46,63.86,8.61,0.735,1,1,1.03,0.659,6.6,13.05,34.17,0.14,1,54.63,15.7,1,8.7839,0.18965,2.08615,0.08455,252.95,205.7658965481549,1651787040,67.44841763497088,56.14926458229971,4.942211963816161,30,69.65066215268638,90.6266773186326,1.0,1.0
1315,3,strong,6314.9,4.399,1.1093303922256754,1.1007934764425555,12.31,65.81,107.04,1.555,1,2,2.605,0.48,10.8,-10.03,258.49,0.071,1,2.152,126.2,1,11.5377,0.12138,1.33518,0.10344,236.29,122.68245388975464,1727501182,64.24877455553226,200.4577891632403,125.46144962048182,23,14.299996619398984,46.85198442356492,1.0,1.0
127,0,mild,6104.9,4.324,1.108158976816778,1.204547415682388,29.73,67.42,14.56,1.019,1,1,0.68,0.639,17.3,-11.33,249.08,0.166,1,51.83,27.7,0,,,,,,,1499863900,65.36809774564264,38.630569966226176,5.209203927904242,0,,,,
1040,2,mild,5604.7,4.298,1.0941019919100112,1.226982120495994,24.48,8.58,17.87,1.622,1,2,1.18,0.707,8.9,1.1,219.06,0.177,1,29.53,31.1,1,17.084,0.17573,1.93303,0.13377,47.9,206.97373251937591,2031944842,65.36160780532154,48.24327116978469,9.143008451854955,15,57.03329968070029,70.88641810077625,1.0,1.0
579,1,strong,6085.3,4.395,1.1058161459989837,1.1026814624354877,12.44,77.52,121.19,3.57,1,4,2.353,0.522,14.1,-15.97,196.42,0.097,1,1.104,438.0,0,,,,,,,1405450647,65.51310987850316,229.5306368455974,244.5589126660116,0,,,,
895,2,mild,6141.1,4.41,1.1655583318527425,1.1143076970823798,20.02,44.42,24.38,1.465,1,2,1.38,0.63,10.6,-10.59,80.84,0.159,1,34.91,25.0,1,48.7892,0.0925,1.0175,0.275,142.57,69.5301372725517,718924503,63.32875673135936,46.17938032394888,7.7339742074843,5,12.878051109507204,15.938292547613186,1.0,1.0
495,1,strong,5532.1,4.357,1.0800450070032448,1.1423035673004145,12.52,64.08,25.97,3.625,1,4,2.445,0.519,10.4,2.84,172.26,0.114,1,2.469,115.1,0,,,,,,,551574606,64.7107201996015,225.53266195855727,109.35319545697728,0,,,,
588,1,strong,5498.2,4.486,0.9019898648510196,0.9039606056257992,14.54,37.47,58.34,4.082,1,3,1.84,0.477,11.8,-8.96,231.09,0.119,1,5.166,253.8,0,,,,,,,1458567099,62.45549560940007,138.99811597696657,52.26346101108727,0,,,,
795,2,mild,6111.8,4.542,1.0472453755541222,0.962121661267732,27.4,59.82,8.53,2.083,1,1,1.26,0.772,12.1,-15.22,20.15,0.192,1,78.49,17.7,1,8.6034,0.10186,1.12046,0.08345,70.89,113.09599892588976,168312190,62.5269496904915,37.01977893158846,3.439839974305986,31,39.85138827744993,46.31232738979579,1.0,1.0
859,2,mild,5468.1,4.258,1.1690725780794338,1.3270137410818843,32.04,38.37,12.74,1.605,1,2,1.48,0.713,10.8,-9.42,42.18,0.214,1,25.43,72.5,1,18.3154,0.18255,2.00805,0.14325,131.61,190.946946065818,1647578260,66.43759459426865,52.75497137749467,10.617107337132396,14,50.65050352841435,64.67655136461475,1.0,1.0
556,1,strong,5772.8,4.467,1.0121029132872053,0.9732291654026228,13.81,65.13,115.05,2.308,1,4,2.572,0.602,11.6,-8.97,186.0,0.139,1,2.379,464.2,0,,,,,,,108112656,63.25014914996387,274.2484409877006,113.49013853857792,0,,,,
1407,3,strong,6254.1,4.364,1.173758239715023,1.1786217458365016,11.35,69.17,118.93,4.339,1,3,2.183,0.469,9.5,-8.33,131.27,0.108,1,3.048,143.3,1,27.6065,0.20682,2.27502,0.18857,284.85,310.696277848205,1039509318,65.17208860043351,172.27045104108078,88.58039356406721,9,30.693306699196768,86.74387679328166,1.0,1.0
1233,3,strong,6158.4,4.413,1.0683308529142723,1.065875936558246,12.04,47.93,61.25,4.52,1,3,2.113,0.538,11.4,-0.46,247.71,0.093,1,2.637,999.1,1,27.7937,0.11739,1.29129,0.18357,201.67,122.39079962958114,326562288,65.08329024824288,366.5458250713253,102.38643897735186,9,5.785115515380303,33.09109276983839,0.0,1.0
13,0,mild,5417.8,4.283,1.1655583318527425,1.289885808070122,23.74,12.62,16.4,1.333,1,1,1.06,0.714,6.2,-17.92,332.94,0.228,1,22.95,53.0,0,,,,,,,1977769029,65.4192997602624,38.64193793319573,11.764402596221217,0,,,,
1018,2,mild,5285.2,4.472,0.9043326956686604,0.9187206178630278,33.02,60.35,15.1,1.253,1,2,1.06,0.778,13.8,1.13,185.63,0.202,1,25.07,15.5,1,19.5795,0.24598,2.70578,0.13748,214.42,723.3234594430024,376262687,62.97494978532544,93.43348578607208,10.769566796301431,13,122.2449767815356,218.72118177893145,1.0,1.0
907,2,mild,5489.2,4.343,1.0495882063719166,1.1414826976124937,30.45,52.9,9.65,1.593,1,1,1.49,0.682,7.1,13.76,109.34,0.246,1,23.94,40.0,1,26.8558,0.12984,1.4282400000000002,0.17836,102.47,130.55040695852054,2001744744,64.73038423324273,43.305142709013815,11.27790474449778,10,32.087682778518435,38.60631868930512,1.0,1.0
424,1,strong,5650.7,4.276,0.9254181730288104,1.1578708354982123,20.64,63.95,38.21,1.483,1,2,1.84,0.43,22.9,0.63,50.85,0.085,1,4.741,281.1,0,,,,,,,944492881,66.13565861763406,206.11711322582883,56.94854241368422,0,,,,
1300,3,strong,5486.0,4.215,1.1936723016662756,1.4014060627445528,13.02,57.87,42.88,4.668,1,2,2.445,0.531,9.2,16.57,19.16,0.124,1,1.885,608.9,1,12.39,0.20687,2.27557,0.11116,235.09,219.87048128728236,738605218,67.4979904210146,276.8896113306283,143.23238174179144,21,20.401636702116487,86.14219099174372,1.0,1.0
1423,3,strong,6036.7,4.517,1.030845559829561,0.9412082390886132,12.58,73.28,53.12,4.873,1,2,2.25,0.533,11.4,10.8,110.28,0.116,1,2.822,236.9,1,13.9898,0.2851,3.1361000000000003,0.11478,46.65,925.8121507479198,2093923070,64.29311438886488,242.695864376772,95.6743584632448,19,79.48872273937906,310.40702731720506,1.0,1.0
1144,3,strong,5517.5,4.448,0.9277610038466048,0.9515155541469732,15.45,49.34,53.64,4.13,1,3,2.037,0.565,16.6,24.5,195.28,0.122,1,1.841,118.9,1,7.2327,0.1745,1.9195,0.07139,193.35,339.35867915736867,20422172,63.65957644904064,244.57195336405576,146.6556434455605,37,37.03002874055132,147.00493067741115,1.0,1.0
684,1,strong,6367.6,4.28,1.129244454176928,1.2733214123662102,20.76,43.21,53.55,1.002,1,4,2.1,0.574,17.4,5.28,184.82,0.101,1,1.013,520.8,0,,,,,,,1602929455,67.62095941492915,272.6986377494589,266.52817332998706,0,,,,
1448,3,strong,6242.6,4.478,1.1093303922256754,1.034234105731317,16.94,66.4,72.1,4.383,1,2,2.585,0.493,16.5,5.36,197.12,0.104,1,4.241,112.4,1,7.6358,0.30372,3.34092,0.07856,188.71,870.1797126665157,1416247006,65.87031015160439,290.9789515231612,63.662588913764885,35,79.88308614504983,361.8085194642931,1.0,1.0
473,1,strong,5461.1,4.414,0.9605606352957272,1.0059203721545722,10.54,82.63,44.85,1.783,1,4,2.31,0.5,8.5,6.75,187.78,0.097,1,4.291,119.0,0,,,,,,,1577762490,63.09853918085006,207.1148197851378,62.92077361530572,0,,,,
569,1,strong,5414.5,4.538,0.9371323271177828,0.862024586228908,10.73,13.19,37.94,3.475,1,2,1.845,0.483,7.7,7.54,123.09,0.093,1,2.006,101.0,0,,,,,,,1999536538,60.51738795349207,75.9184888871046,134.59274156693763,0,,,,
403,1,strong,5868.0,4.54,0.9816461126558772,0.8906151391639521,12.4,43.0,63.49,2.921,1,4,2.53,0.525,13.0,1.95,251.77,0.118,1,1.657,254.0,0,,,,,,,2136580295,62.53426503469384,213.39565959852428,162.94088085894802,0,,,,
553,1,strong,5449.8,4.507,0.9277610038466048,0.8953754758526021,11.43,58.48,60.36,2.949,1,3,2.173,0.504,14.2,3.9,122.9,0.1,1,2.142,605.4,0,,,,,,,204563114,61.665400671971206,270.89674250987093,126.04717067379872,0,,,,
354,0,mild,5581.3,4.491,0.9019898648510196,0.8947852836122645,21.67,34.13,16.62,0.82,1,2,1.195,0.738,9.9,-7.86,125.78,0.204,1,29.23,15.6,0,,,,,,,643706022,62.645435608423625,35.2597822220736,9.236847060666332,0,,,,
80,0,mild,5736.9,4.321,1.0905877456833195,1.194649025494923,27.01,77.54,7.12,2.093,1,1,0.73,0.664,19.0,7.44,308.31,0.163,1,22.28,42.9,0,,,,,,,2016053217,65.39611831923183,37.57099460211048,12.118179514509734,0,,,,
429,1,strong,5549.7,4.3,1.0941019919100112,1.222701055297471,11.82,50.21,98.89,3.824,1,5,1.89,0.547,12.2,2.43,202.89,0.077,1,1.184,1231.4,0,,,,,,,1911545004,72.03697268068454,429.8059103160969,228.03466181020008,0,,,,
529,1,strong,5287.7,4.252,1.194843717075173,1.3589640329921298,19.63,60.67,32.42,2.533,1,3,2.507,0.456,23.9,-18.68,196.6,0.097,1,1.546,101.6,0,,,,,,,1913705093,66.65379106839013,178.15990571439912,174.63974099823858,0,,,,
1374,3,strong,6039.0,4.264,1.0905877456833195,1.275362194433658,14.26,57.6,68.38,3.59,1,5,2.474,0.559,15.6,-7.82,160.36,0.099,1,1.498,101.5,1,15.8292,0.17596,1.93556,0.127,44.77,192.07051934505168,425277654,66.2586330063452,251.2873193316396,180.2356739541234,17,17.73996204451491,69.57870627708132,1.0,1.0
853,2,mild,5516.8,4.2,1.1936723016662756,1.406894669028047,20.1,29.28,8.85,1.554,1,2,1.47,0.708,14.6,-4.55,182.22,0.198,1,27.34,28.8,1,13.2648,0.1575,1.7325,0.11633,269.86,126.45553123481206,1399499208,66.42251074294879,45.55266279409023,9.87538550048562,20,41.06277141561979,49.79144751517886,1.0,1.0
897,2,mild,5359.1,4.352,1.016788574922794,1.1188238133196295,32.07,27.71,12.82,1.723,1,2,1.49,0.68,20.8,-4.75,99.3,0.191,1,21.88,18.0,1,40.4703,0.1225,1.3475,0.23197,273.14,120.96191583559964,1839786679,64.15252598922406,41.36672360242351,12.33971844530516,6,25.039556511479805,29.793817530028186,1.0,1.0
651,1,strong,6321.5,4.352,1.1433014390836949,1.1782841865797309,9.87,55.28,25.48,3.126,1,5,2.088,0.48,9.9,2.43,190.34,0.107,1,3.002,225.2,0,,,,,,,122321604,64.90929187320008,245.08549904843795,89.93772138017218,0,,,,
646,1,strong,5710.2,4.252,1.1433014390836949,1.3244571288515736,21.97,76.0,133.09,4.93,1,2,2.33,0.619,18.4,1.21,107.92,0.08,1,1.85,102.7,0,,,,,,,1637269252,66.60010205253344,234.0445731993448,145.94218355852803,0,,,,
472,1,strong,5970.6,4.375,0.9722747893846996,1.058206925053492,21.83,59.62,139.42,4.395,1,5,2.4,0.513,22.3,-17.59,158.44,0.081,1,1.066,129.6,0,,,,,,,2103947191,64.50406172588542,346.26466953678784,253.27677259219217,0,,,,
1420,3,strong,5503.8,4.403,0.9582178044779328,1.0169511347516862,12.5,80.42,36.64,3.589,1,4,2.2,0.576,16.2,3.7,248.91,0.073,1,4.802,199.1,1,5.9273,0.28446,3.12906,0.06319,142.28,789.4818007916629,162956436,66.41066376959455,264.725343017246,56.22512277869156,45,87.50490046131536,359.619474136325,1.0,1.0
711,1,strong,5367.6,4.439,0.9207325113932217,0.9638560245768406,9.5,80.83,30.63,2.601,1,2,2.405,0.53,6.8,-19.55,118.38,0.108,1,1.871,300.6,0,,,,,,,263697785,63.343193207086095,131.7887456872145,144.30413660249965,0,,,,
220,0,mild,6328.7,4.35,1.1433014390836949,1.1825761142305904,20.24,70.67,8.17,1.501,1,2,1.215,0.701,8.2,12.26,180.88,0.214,1,30.29,35.7,0,,,,,,,1857033436,64.80893247187552,41.985560265243386,8.913603155605047,0,,,,
267,0,mild,5228.4,4.288,1.159701254808256,1.2797102088150918,20.65,81.12,27.56,1.663,1,2,1.42,0.673,13.0,-4.51,167.32,0.168,1,48.37,19.9,0,,,,,,,207003438,65.24450835011802,60.53819311108005,5.581828397421478,0,,,,
1151,3,strong,5870.4,4.517,0.9816461126558772,0.9053818390075922,13.92,82.9,114.19,3.469,1,2,2.26,0.489,10.8,22.57,250.53,0.106,1,1.676,680.0,1,7.8451,0.14016,1.54176,0.07679,262.82,241.81570449497303,418507091,63.27883867833263,319.60155990086633,161.09369903536808,34,19.2178833442548,98.9477128511964,1.0,1.0
578,1,strong,5438.0,4.297,1.091759161092217,1.2306306646454142,15.32,50.0,94.48,3.886,1,5,2.546,0.551,16.7,-4.52,86.12,0.112,1,4.491,417.5,0,,,,,,,169705818,65.6617473146852,293.7772835732861,60.11869062197214,0,,,,
351,0,mild,5237.1,4.52,0.903161280259804,0.8900660772710814,24.91,40.64,21.65,1.888,1,1,0.6,0.689,9.7,12.79,80.08,0.211,1,41.6,15.5,0,,,,,,,1593933383,60.56356741246849,36.78827491356639,6.490217297674924,0,,,,
1375,3,strong,5723.3,4.303,0.9675891277491108,1.1487242748593935,20.49,54.95,87.82,1.651,1,4,2.185,0.469,18.5,7.39,269.47,0.089,1,2.013,168.2,1,8.6075,0.35006,3.85066,0.0813,217.08,937.0294955640449,58290143,67.71038356352646,287.46778126350563,134.12470918195572,31,89.95171236793881,392.3450976999824,1.0,1.0
621,1,strong,6197.1,4.239,1.0472453755541222,1.285002046069898,12.24,12.2,39.88,4.421,1,2,1.935,0.565,10.5,-6.21,196.41,0.121,1,3.992,303.2,0,,,,,,,447756628,67.33911905566455,120.17941709417232,67.63352694971866,0,,,,
803,2,mild,6137.0,4.457,1.0531024525987964,1.0056954561423297,32.98,67.64,6.94,1.705,1,3,1.58,0.693,19.8,-9.49,213.63,0.181,1,64.75,57.1,1,18.4888,0.3181,3.4991,0.13922,86.05,1009.471923780393,1664089411,64.37384212532785,144.10268370533947,4.1697766731008015,14,127.7022410421817,313.092199139245,1.0,1.0
1192,3,strong,5421.9,4.547,0.9371323271177828,0.8504967708592526,17.72,47.32,31.82,4.198,1,4,2.248,0.505,17.2,5.35,188.42,0.088,1,1.642,180.0,1,33.1716,0.09967,1.0963699999999998,0.19772,295.15,138.574544785862,1002401960,60.280437696814246,215.85887698691351,164.42937855254377,8,9.645687466049676,35.86188632253075,1.0,1.0
55,0,mild,5512.2,4.347,1.016788574922794,1.1217259657566216,31.37,86.6,27.89,1.622,1,2,0.705,0.686,17.6,-3.02,172.15,0.199,1,38.37,25.2,0,,,,,,,1767610160,64.51648054768025,43.88254525884401,7.036566056379382,0,,,,
1055,2,mild,5831.9,4.426,1.0074172516516164,1.018123805532815,22.44,84.63,7.41,0.846,1,3,1.05,0.674,8.6,1.2,281.47,0.149,1,56.06,19.8,1,5.3043,0.10314,1.13454,0.05967,85.77,103.5506792509246,431490164,63.48045301721892,42.77732947855931,4.816144123854386,50,42.01670793248181,50.66621986260603,1.0,1.0
1106,2,mild,5920.6,4.426,1.0894163302746342,1.0581422974934984,30.24,82.52,5.52,0.736,1,1,0.77,0.772,13.2,-16.42,313.41,0.184,1,20.29,16.1,1,27.9566,0.14466,1.59126,0.18549,279.4,188.58565469500485,1139013301,62.97880167010455,38.2138794288201,13.306704760141788,9,44.7818885955064,52.3809197302341,1.0,1.0
1286,3,strong,5689.3,4.491,0.9441608195711662,0.912874132389586,21.65,62.21,87.68,4.704,1,3,1.75,0.524,19.3,-7.97,145.45,0.089,1,1.699,567.4,1,20.1419,0.27088,2.97968,0.14213,29.21,888.4478933556234,1589961774,64.38264643339438,236.2371250445197,158.91291323324123,13,68.70623470362985,261.2962412088099,1.0,1.0
330,0,mild,5817.1,4.475,0.9418179887533716,0.928508626547828,29.88,83.99,17.46,2.131,1,1,1.54,0.749,10.9,-11.45,71.33,0.145,1,41.34,17.0,0,,,,,,,761987404,62.62184955764736,46.216866972659,6.5310362743898605,0,,,,
6,0,mild,6350.3,4.369,1.129244454176928,1.1509312437237162,31.74,48.94,5.94,1.473,1,2,1.535,0.673,18.8,-10.57,193.44,0.196,1,23.25,35.0,0,,,,,,,632977320,64.68330923802915,34.44096504456046,11.612603853044169,0,,,,
1100,2,mild,6267.6,4.252,1.0847306686388336,1.2906570805795,32.45,25.75,20.91,0.639,1,2,1.34,0.709,11.7,-10.76,266.47,0.195,1,24.42,31.8,1,22.524,0.10522,1.15742,0.16038,145.73,67.0617281022353,113583146,67.14704811198028,41.68179743858338,11.056226027161214,11,17.494835532934474,20.591469768038277,1.0,1.0
501,1,strong,6289.1,4.382,1.1198731309057504,1.1287156283505129,16.87,60.11,52.27,2.31,1,3,1.867,0.561,14.7,6.49,147.81,0.108,1,2.493,547.7,0,,,,,,,2041448454,64.87314134112053,216.1938215658569,108.3004571132278,0,,,,
312,0,mild,5898.2,4.421,0.995703097562644,1.015951606870289,28.33,60.01,24.93,0.88,1,2,1.2,0.704,19.4,3.35,189.52,0.179,1,29.72,21.0,0,,,,,,,160791045,63.33917947840871,42.044571953270186,9.08455718651672,0,,,,
883,2,mild,5200.2,4.509,0.903161280259804,0.9003445625188581,30.94,29.93,36.66,1.085,1,3,1.553,0.724,17.8,-1.05,182.41,0.135,1,62.25,22.1,1,3.1563,0.08937,0.98307,0.0407,170.91,99.41820230794896,1663970630,60.5143021298315,53.18019534465341,4.337237583667099,85,43.894108205868925,58.43517665766325,1.0,1.0
1120,2,mild,5517.3,4.232,1.1854723938039953,1.3823373496901543,34.37,36.33,16.02,2.432,1,3,1.597,0.763,22.8,-2.2,182.76,0.166,1,29.56,28.3,1,11.0808,0.235,2.585,0.10295,314.16,291.6134303980739,1677361272,66.99158625808737,65.16701653915584,9.133729349907878,24,86.09186274032304,120.1057139030275,1.0,1.0
458,1,strong,6048.0,4.219,1.016788574922794,1.295116071374149,19.19,74.9,61.95,2.811,1,3,2.413,0.524,18.0,2.93,224.1,0.086,1,2.258,115.9,0,,,,,,,1304662894,67.56244745090366,245.17334582879795,119.57176243723512,0,,,,
1328,3,strong,6234.7,4.235,1.0941019919100112,1.3214992449591936,17.12,50.44,40.7,4.287,1,2,2.52,0.571,13.4,-4.62,233.58,0.093,1,1.505,118.3,1,7.7485,0.1825,2.0075,0.07897,189.08,192.43841937169705,912037230,66.64346003288314,147.74401357401058,179.39736849387168,34,36.40111855131847,88.52874108149817,1.0,1.0
797,2,mild,6136.1,4.244,1.1878152246217897,1.3666335406570904,30.99,78.02,15.47,1.029,1,2,1.46,0.684,12.9,-5.87,195.76,0.144,1,42.23,83.7,1,31.1843,0.13332,1.46652,0.20534,345.34,96.025447937996,1059670797,67.21182882966589,53.66432852032154,6.393394259608735,8,21.005646589000424,26.87983922775828,1.0,1.0
1440,3,strong,5222.4,4.452,0.9066755264864548,0.9376497437861858,14.58,68.7,77.9,1.629,1,4,2.268,0.479,14.4,6.79,236.29,0.1,1,5.306,169.7,1,3.8287,0.23632,2.59952,0.04636,200.23,640.9432224639668,822224217,66.30423522208442,300.72054895239296,50.88447787095305,70,70.7568482726991,328.6230518589118,1.0,1.0
893,2,mild,6046.7,4.211,1.0706736837320667,1.344711203750434,23.14,88.67,39.66,1.694,1,2,1.305,0.707,8.1,7.27,101.51,0.167,1,24.87,20.0,1,16.0128,0.18226,2.00486,0.1272,123.82,185.36364780480045,1424250079,67.6362590581134,68.44983476446878,10.85617368650088,16,46.289029139078536,65.85746422883447,1.0,1.0
1346,3,strong,6331.5,4.311,1.1433014390836949,1.2366220233047949,8.77,30.64,27.78,1.804,1,2,2.54,0.462,8.4,-1.21,318.15,0.104,1,2.939,122.9,1,14.231,0.23812,2.61932,0.12018,255.55,374.1258155421166,216908627,65.8051356137663,106.1694304709988,91.86561401268352,18,71.00270176549341,134.7748617487319,1.0,1.0
1290,3,strong,5662.8,4.403,1.0121029132872053,1.048498249489272,15.97,70.96,28.26,2.66,1,4,1.982,0.525,16.6,-1.46,90.28,0.11,1,4.581,392.6,1,34.7544,0.15463,1.7009299999999998,0.20926,26.2,219.4582817071308,161251369,63.831767567219295,248.19285158052244,58.93757685729685,7,13.804971284870131,55.42376016570281,1.0,1.0
106,0,mild,5239.1,4.223,1.1936723016662756,1.386261620597344,26.05,33.66,5.91,1.025,1,3,1.3,0.644,11.3,9.02,124.12,0.175,1,54.55,15.9,0,,,,,,,1321698989,66.58459740707804,44.57550873691236,4.949459937365296,0,,,,
1068,2,mild,6294.8,4.484,1.096444822727806,1.032693969222968,22.61,50.48,8.5,0.97,1,1,1.96,0.65,14.7,1.75,25.51,0.127,1,21.79,18.6,1,18.7515,0.13446,1.47906,0.14244,260.5,171.05777328551724,1456194790,63.26128940496227,71.3390115878517,12.390685616488154,14,36.13873871555091,54.46865356089096,1.0,1.0
221,0,mild,6191.9,4.226,1.0472453755541222,1.304868105038624,20.16,74.31,6.46,0.812,1,3,1.103,0.65,12.7,2.17,116.01,0.166,1,29.43,26.3,0,,,,,,,1090296439,66.98261471132594,39.45490137150317,9.17407541907159,0,,,,
415,1,strong,6370.8,4.282,1.129244454176928,1.2698119560244372,10.82,75.45,76.05,3.225,1,2,2.415,0.506,7.2,11.59,239.9,0.09,1,5.99,247.4,0,,,,,,,1790708382,66.34825676241708,177.95059412614123,45.0739632025504,0,,,,
48,0,mild,5443.0,4.39,0.9511893120245496,1.0303927661035623,30.52,63.75,36.27,1.72,1,1,1.44,0.678,24.0,7.42,8.36,0.172,1,34.82,58.6,0,,,,,,,1963635233,64.00389394783863,65.39027429021934,7.753964376314672,0,,,,
1135,3,strong,6373.5,4.24,1.1714154088972284,1.3568035677311168,21.99,55.08,90.82,3.517,1,3,2.747,0.484,21.7,17.46,112.97,0.089,1,5.657,111.8,1,31.1433,0.21435,2.35785,0.20421,276.78,251.8331536400389,1289986035,67.29427750624727,407.5242345571112,47.7272475841041,8,11.453737392797452,70.30146176828504,1.0,1.0
720,1,strong,6150.9,4.503,1.0941019919100112,1.0019468432478509,19.71,32.54,27.43,3.792,1,4,2.6,0.534,22.8,10.37,147.56,0.1,1,2.417,467.6,0,,,,,,,2077935947,63.24613542128648,360.4398163913097,111.70585005514144,0,,,,
116,0,mild,5650.3,4.539,1.0121029132872053,0.8957479571028235,22.59,87.64,9.72,1.088,1,2,1.07,0.72,11.1,7.42,138.91,0.178,1,40.93,30.8,0,,,,,,,295976220,61.49898738096122,33.86069559708851,6.596458333331954,0,,,,
1168,3,strong,5316.6,4.26,1.1690725780794338,1.3166571609282534,9.57,56.38,64.71,2.588,1,5,1.848,0.493,7.3,-14.04,122.63,0.115,1,5.311,1235.1,1,21.447,0.26317,2.89487,0.15915,331.24,403.1133974433143,2111798529,66.56220900114906,428.62866965578246,50.83657307160175,12,19.80021447451364,129.03211492759254,1.0,1.0
857,2,mild,6007.9,4.438,1.016788574922794,1.0075802265321572,31.21,62.9,20.13,2.169,1,2,0.85,0.736,17.4,7.21,240.19,0.164,1,65.59,15.4,1,22.6612,0.21458,2.36038,0.15759,244.22,457.6348525768459,1368547694,63.656582336922426,65.57653641969289,4.116375050819894,11,92.30127460272608,132.51685803215778,1.0,1.0
703,1,strong,5929.9,4.337,0.9324466654821938,1.0848199205544502,12.67,60.08,123.89,1.568,1,2,2.615,0.506,13.9,16.07,127.56,0.087,1,2.625,263.9,0,,,,,,,1427596132,64.9878670858159,279.28020695180805,102.85449126981976,0,,,,
653,1,strong,6339.7,4.489,1.096444822727806,1.0335883869941966,10.87,14.23,32.94,1.236,1,4,2.445,0.492,10.6,-11.56,197.1,0.106,1,1.704,105.7,0,,,,,,,1827608526,63.08767406047874,75.70907806977937,158.44661947375403,0,,,,
1381,3,strong,5634.9,4.239,1.1690725780794338,1.3479873904964543,11.1,77.23,26.12,3.786,1,2,2.825,0.574,11.8,0.99,252.88,0.127,1,2.755,992.2,1,10.8742,0.15814,1.73954,0.10119,168.67,138.87104120969556,366953988,67.18799461824558,410.7925491994401,98.0011032970152,24,9.08269896909735,56.270185092041466,1.0,1.0
459,1,strong,6394.8,4.397,1.1854723938039953,1.1484523118911047,11.26,49.48,60.8,2.342,1,5,2.03,0.517,11.7,2.77,190.01,0.094,1,3.571,225.3,0,,,,,,,1945235682,63.97496165362245,173.9360950695232,75.6071239381901,0,,,,
470,1,strong,5500.2,4.385,0.903161280259804,1.0085752040723286,14.48,79.35,101.23,1.96,1,2,2.275,0.516,12.8,-15.77,73.1,0.082,1,2.733,276.3,0,,,,,,,1834082912,64.07704738986202,175.0517029343606,98.78998887057332,0,,,,
2,0,mild,6144.3,4.433,1.091759161092217,1.0484212048448989,30.58,76.52,25.35,1.418,1,2,1.08,0.68,17.4,-8.08,216.31,0.17,1,26.93,23.0,0,,,,,,,1728507683,63.55598016975044,45.327521404845136,10.025734852702444,0,,,,
301,0,mild,6333.2,4.353,1.136272946630538,1.1740402845168751,30.35,61.5,16.54,1.503,1,2,1.645,0.723,17.9,11.32,225.69,0.225,1,46.06,41.3,0,,,,,,,963547391,65.33290748735956,72.58826266971664,5.861768119480609,0,,,,
223,0,mild,5330.9,4.443,0.9090183573042492,0.9477847116502072,25.91,73.3,39.98,0.95,1,1,1.16,0.668,15.9,-11.16,182.29,0.183,1,68.57,45.9,0,,,,,,,1664710683,63.13914042013237,51.87866524238323,3.937480524767054,0,,,,
538,1,strong,5274.1,4.221,1.1936723016662756,1.386735652068645,10.2,63.31,114.21,4.313,1,5,2.108,0.514,10.9,-10.31,167.26,0.12,1,4.141,517.4,0,,,,,,,641868677,66.57020408972417,254.32961316461987,65.1999612613564,0,,,,
1181,3,strong,5610.0,4.409,0.9254181730288104,0.9929114436766278,11.07,58.15,139.46,3.049,1,5,1.936,0.496,11.6,-12.69,228.29,0.102,1,3.633,144.6,1,8.1831,0.21715,2.38865,0.07745,14.02,482.6124456089633,1642579733,64.61927300227565,208.5462389555386,74.31682895218191,32,59.13793321084484,199.8084376160869,1.0,1.0
1000,2,mild,5210.9,4.458,0.9043326956686604,0.9271938854670052,30.31,36.2,8.89,0.76,1,1,1.23,0.655,20.5,11.07,306.57,0.244,1,78.99,40.5,1,14.6576,0.1621,1.7831,0.11335,11.7,308.4074027840514,808595192,62.34045696650134,54.16548421896564,3.418066079038826,18,80.10377881200033,106.1164236025199,1.0,1.0
1132,3,strong,6202.0,4.402,1.108158976816778,1.096601037754205,8.03,58.3,107.66,4.197,1,2,2.17,0.581,7.2,1.38,148.75,0.128,1,1.019,100.9,1,3.5889,0.09237,1.01607,0.04747,291.88,71.59199493382452,279379586,64.21976133936694,119.36228264204648,264.9588219659244,75,19.23049375213268,40.58769963399102,1.0,1.0
410,1,strong,5362.8,4.437,0.9207325113932217,0.9638560245768406,14.58,78.49,64.64,3.082,1,2,2.035,0.579,14.9,-1.5,166.49,0.08,1,1.101,100.4,0,,,,,,,307497481,62.88505628942311,140.56475514541552,245.22528572504712,0,,,,
478,1,strong,5822.6,4.382,0.9558749736601384,1.0430716808956049,14.58,43.87,74.97,4.543,1,3,2.153,0.458,14.7,14.42,173.26,0.074,1,5.002,383.2,0,,,,,,,954672880,64.43516477838685,177.8840476292904,53.97701710981145,0,,,,
395,1,strong,5968.1,4.458,1.0905877456833195,1.0206709980746576,20.32,67.3,120.08,3.885,1,5,2.008,0.518,19.1,-2.57,213.55,0.111,1,1.574,123.9,0,,,,,,,1415759319,63.25779897155599,207.6963293799569,171.5330619969993,0,,,,
